Mean Intensity,Std Intensity,Edge Mean,Contour Area,Contour Perimeter,Label
0.9088514,0.08934478,2.0521060020984794,3963.0,256.48528122901917,1
0.91263115,0.09882243,2.4994908196120336,3955.0,265.65685415267944,1
0.92782426,0.08600559,2.0435318517294867,3969.0,252.0,1
0.9087709,0.080630004,1.870404333120613,3966.0,254.82842707633972,1
0.91049236,0.082240134,1.9977206159937853,3969.0,252.0,1
0.91279393,0.09277855,2.4179396284273795,3969.0,252.0,1
0.9287932,0.0930975,2.280659111368035,3969.0,252.0,1
0.9076862,0.09045764,2.2482034847310857,3967.0,253.65685415267944,1
0.91742975,0.088000104,2.0744907580763425,3969.0,252.0,1
0.93338597,0.09202979,2.245097050318012,3968.0,252.82842707633972,1
0.9111444,0.08611716,2.0574429798566234,3969.0,252.0,1
0.9180262,0.0757394,1.7381590522636063,3969.0,252.0,1
0.9263921,0.06290769,1.2776148283145676,3969.0,252.0,1
0.9337287,0.07361544,1.5806892173182128,3969.0,252.0,1
0.91903245,0.061486755,1.1916484374133036,3969.0,252.0,1
0.9284065,0.064217344,1.2495878046083626,3969.0,252.0,1
0.9412185,0.06774039,1.3655823396808144,3969.0,252.0,1
0.9204236,0.0658869,1.330881880052913,3969.0,252.0,1
0.9281336,0.068780296,1.3771287049560823,3969.0,252.0,1
0.93949425,0.073559664,1.533592592111758,3969.0,252.0,1
0.91891277,0.06623027,1.338374017648945,3969.0,252.0,1
0.9287655,0.07061338,1.470498314564146,3969.0,252.0,1
0.9318531,0.071635544,1.5133581818488615,3969.0,252.0,1
0.94513917,0.06487551,1.2785009768787914,3969.0,252.0,1
0.92016417,0.06769803,1.3752988551668186,3969.0,252.0,1
0.92685926,0.071952574,1.5137660829620316,3969.0,252.0,1
0.94120127,0.06415133,1.28218727771443,3969.0,252.0,1
0.9121659,0.079869226,1.7928880005104584,3969.0,252.0,1
0.9160348,0.06735754,1.3225545738650637,3968.0,252.82842707633972,1
0.91887635,0.07752854,1.678405483900335,3969.0,252.0,1
0.93334764,0.06994965,1.4413934470806384,3969.0,252.0,1
0.9135829,0.073564984,1.5865905560185782,3968.0,252.82842707633972,1
0.92196786,0.07462869,1.5427236381324516,3969.0,252.0,1
0.93825245,0.06428362,1.3166382652121849,3969.0,252.0,1
0.9184648,0.06527837,1.3106204781254882,3969.0,252.0,1
0.91558003,0.079188734,1.7165244280960086,3969.0,252.0,1
0.9233006,0.07320321,1.3755793281187794,3968.0,252.82842707633972,1
0.93200725,0.07807187,1.6153981189791433,3969.0,252.0,1
0.9156806,0.070170954,1.3557663869181438,3969.0,252.0,1
0.9216012,0.07055125,1.4626572189646487,3969.0,252.0,1
0.9303557,0.07488699,1.5264691567940902,3969.0,252.0,1
0.90722275,0.08213138,1.769548288710135,3968.0,252.82842707633972,1
0.9194422,0.07569033,1.5586126218315928,3969.0,252.0,1
0.9269627,0.08342313,1.831639928062259,3968.0,252.82842707633972,1
0.91147757,0.08150933,1.7538518950572937,3969.0,252.0,1
0.9217678,0.073034674,1.4632073832110213,3968.0,252.82842707633972,1
0.93034804,0.07460161,1.5365397268267984,3969.0,252.0,1
0.9358953,0.0741305,1.5687638338383385,3969.0,252.0,1
0.91519517,0.07660264,1.5795376693510477,3969.0,252.0,1
0.9250536,0.069996715,1.3683118230145375,3968.0,252.82842707633972,1
0.9308814,0.07907403,1.71184573534666,3967.0,252.82842707633972,1
0.91246843,0.0726805,1.5704816137486488,3969.0,252.0,1
0.9089413,0.08191201,1.6955561119537492,3969.0,252.0,1
0.91923827,0.0778137,1.619080111474533,3969.0,252.0,1
0.93373156,0.07279457,1.428176103574308,3969.0,252.0,1
0.91346514,0.07330956,1.5157698159131163,3969.0,252.0,1
0.9211522,0.07594211,1.5002107235794724,3969.0,252.0,1
0.93659616,0.07235911,1.4353794612428992,3968.0,252.82842707633972,1
0.91552645,0.07282751,1.472372380504704,3968.0,252.82842707633972,1
0.89302623,0.12892213,3.6009249722137184,3968.0,252.82842707633972,1
0.89837146,0.12756151,3.1511660814993525,3959.0,260.97056245803833,1
0.90810066,0.12985897,2.949801609097185,3929.5,253.89949476718903,1
0.8819538,0.13436975,3.7103462678772647,3969.0,252.0,1
0.8716903,0.15438761,4.98461246701479,3949.0,270.97056245803833,1
0.8837479,0.14994346,4.742073359901099,3965.0,255.65685415267944,1
0.87546533,0.14025888,4.078174776466775,3966.0,254.48528122901917,1
0.8892195,0.13495675,3.780447436725364,3964.0,256.1421353816986,1
0.89849585,0.13803627,3.8139902954557097,3966.0,254.48528122901917,1
0.8841654,0.13159959,3.384895065681523,3962.0,258.48528122901917,1
0.8758464,0.14837493,4.343872275049879,3954.5,264.72792184352875,1
0.9026147,0.12977763,3.587597730591342,3963.5,255.0710676908493,1
0.89858586,0.13888185,3.69228027403284,3967.0,253.65685415267944,1
0.889276,0.1281454,3.2878121186267375,3963.0,255.3137083053589,1
0.89565617,0.13147877,3.185654266877328,3964.0,256.48528122901917,1
0.9091672,0.12398796,2.9922789815585658,3957.5,261.899494767189,1
0.874619,0.13971916,3.9769839089903014,3960.5,254.72792184352875,1
0.8760886,0.14294963,4.05473303687377,3958.0,259.79898953437805,1
0.8895039,0.13659227,3.7419590956626614,3966.0,254.48528122901917,1
0.90104544,0.14069393,4.170801836891805,3968.0,252.82842707633972,1
0.8821816,0.13666347,3.739351117149191,3958.0,262.1421353816986,1
0.8874933,0.14159018,4.004276180069383,3966.0,254.48528122901917,1
0.905979,0.13347389,3.438500733037269,3964.0,256.1421353816986,1
0.8820399,0.13859405,3.802980452578394,3960.0,259.79898953437805,1
0.9126063,0.082608975,1.6864228228985594,3968.0,252.82842707633972,1
0.920076,0.072436355,1.3781267028285424,3969.0,252.0,1
0.9285845,0.07624547,1.4433651619610934,3969.0,252.0,1
0.9085986,0.07630932,1.5457896645040132,3969.0,252.0,1
0.9067316,0.089706734,1.9785005100274184,3969.0,252.0,1
0.9220262,0.086267635,1.789745684462905,3969.0,252.0,1
0.90787095,0.0788284,1.627996683894566,3969.0,252.0,1
0.91589695,0.077878624,1.5199152401029457,3969.0,252.0,1
0.93181765,0.075201504,1.3576631310195193,3969.0,252.0,1
0.90970445,0.077727854,1.5521382041143337,3969.0,252.0,1
0.919605,0.07153163,1.363884722704945,3969.0,252.0,1
0.9247127,0.07992129,1.5886499979718778,3969.0,252.0,1
0.9347225,0.07660605,1.4166161421397852,3969.0,252.0,1
0.9142339,0.073586784,1.4159631857271693,3969.0,252.0,1
0.92302006,0.071816675,1.2677050477143381,3969.0,252.0,1
0.9357039,0.06798332,1.2125687967520908,3969.0,252.0,1
0.90411496,0.08669955,1.8488831970334754,3969.0,252.0,1
0.91163933,0.06840963,1.3098075248501981,3969.0,252.0,1
0.91874427,0.06962896,1.3280227220256253,3969.0,252.0,1
0.92705935,0.07981529,1.5781158222973917,3969.0,252.0,1
0.9113952,0.07324228,1.457763253063726,3969.0,252.0,1
0.9185777,0.07712749,1.4880901098143402,3969.0,252.0,1
0.932283,0.07413443,1.4261023622309783,3969.0,252.0,1
0.9115895,0.07785369,1.619588002159114,3969.0,252.0,1
0.9186418,0.084508665,1.866900325603174,3969.0,252.0,1
0.92132735,0.08069875,1.7412468213629397,3969.0,252.0,1
0.92792773,0.08858187,2.0469118305708727,3969.0,252.0,1
0.91578776,0.0830813,1.8578757666127514,3969.0,252.0,1
0.9197993,0.0822008,1.8640828998977168,3969.0,252.0,1
0.93082774,0.08140057,1.844210917429454,3969.0,252.0,1
0.910298,0.09013963,1.9609986308815592,3969.0,252.0,1
0.91976774,0.081630595,1.6900660467273052,3969.0,252.0,1
0.93120396,0.08567277,1.769775806858827,3969.0,252.0,1
0.9096067,0.089719474,2.1735326678902034,3969.0,252.0,1
0.92267156,0.07367831,1.492614946858053,3969.0,252.0,1
0.9218366,0.09556413,2.3229431207391755,3969.0,252.0,1
0.9289005,0.08338208,1.8937936053742437,3969.0,252.0,1
0.90931857,0.093253724,2.135016472588593,3969.0,252.0,1
0.9235438,0.07420375,1.543299460518063,3969.0,252.0,1
0.9230708,0.09220203,2.186325031244679,3969.0,252.0,1
0.91410947,0.08257653,1.787894593495229,3969.0,252.0,1
0.9085306,0.09255401,2.189978590613477,3969.0,252.0,1
0.9166886,0.088898525,2.007516382943293,3969.0,252.0,1
0.9241191,0.09550275,2.3358816558340414,3969.0,252.0,1
0.918998,0.07378624,1.4062054148091345,3969.0,252.0,1
0.9165757,0.087673254,1.8740827745325963,3969.0,252.0,1
0.92337525,0.09274134,2.2592721189257956,3969.0,252.0,1
0.91530716,0.08490661,1.8684735893025088,3969.0,252.0,1
0.93430793,0.04841535,1.1312207339701996,3969.0,252.0,1
0.93840945,0.047156967,1.063573231546249,3969.0,252.0,1
0.94156706,0.08489519,1.6566285009568849,3969.0,252.0,1
0.9259287,0.046277013,1.0180307121779797,3969.0,252.0,1
0.93010974,0.045616936,1.029296820255398,3969.0,252.0,1
0.94011563,0.045840386,1.0793340090579884,3969.0,252.0,1
0.92223406,0.045971118,1.0913520680724487,3969.0,252.0,1
0.928732,0.049527805,1.1944768583613374,3969.0,252.0,1
0.943299,0.045996998,1.1331496941177788,3969.0,252.0,1
0.9227874,0.04677366,1.111618288662454,3969.0,252.0,1
0.93280196,0.040910445,0.9306946164801548,3969.0,252.0,1
0.9445542,0.04993001,1.1953789160712043,3969.0,252.0,1
0.9443215,0.0486353,1.1394880547717106,3969.0,252.0,1
0.9256971,0.043264516,0.9537229243839505,3969.0,252.0,1
0.9321748,0.04707352,1.0661792654562927,3969.0,252.0,1
0.9463407,0.04403368,1.001982321602306,3969.0,252.0,1
0.922595,0.04689231,1.0758899100225334,3969.0,252.0,1
0.9256022,0.05291066,1.2505869209589506,3969.0,252.0,1
0.9353391,0.04557165,1.0613304661457406,3969.0,252.0,1
0.9453776,0.051250003,1.2411623391038105,3969.0,252.0,1
0.9280379,0.0471575,1.0700592600759689,3969.0,252.0,1
0.93638456,0.048253246,1.089475181732138,3969.0,252.0,1
0.9491699,0.049298566,1.1325410990376308,3969.0,252.0,1
0.9297421,0.04473274,1.0115124829137099,3969.0,252.0,1
0.9257152,0.06721731,1.5157042497640985,3969.0,252.0,1
0.93452626,0.05464927,1.173764682763838,3969.0,252.0,1
0.9424565,0.05932526,1.274672636941328,3969.0,252.0,1
0.9142684,0.07170627,1.7904304105461084,3969.0,252.0,1
0.92784727,0.070093915,1.617679376334296,3969.0,252.0,1
0.93779576,0.06508924,1.43424084639423,3969.0,252.0,1
0.9198357,0.06933752,1.6047878597047693,3969.0,252.0,1
0.93085647,0.05888633,1.3515694033575325,3969.0,252.0,1
0.9377489,0.071676895,1.724284502547431,3969.0,252.0,1
0.9225902,0.06026749,1.4123002354859688,3969.0,252.0,1
0.9321892,0.062050004,1.4313132950978082,3969.0,252.0,1
0.93513894,0.07416356,1.7657990498113176,3969.0,252.0,1
0.94417214,0.07212118,1.6500448674809247,3969.0,252.0,1
0.9229176,0.07082194,1.6032459896661613,3969.0,252.0,1
0.92989045,0.07045921,1.5638094502545983,3969.0,252.0,1
0.9430874,0.06641493,1.4825250495671276,3969.0,252.0,1
0.9210085,0.068462506,1.4816763860473494,3969.0,252.0,1
0.9178519,0.06937706,1.5895741161583128,3969.0,252.0,1
0.92507267,0.072965555,1.7371225363318346,3969.0,252.0,1
0.932373,0.07625867,1.8781085569672198,3969.0,252.0,1
0.914009,0.0797444,1.966555007681258,3969.0,252.0,1
0.9292892,0.070696235,1.6965629772003479,3969.0,252.0,1
0.9383826,0.072358504,1.7657397021941919,3969.0,252.0,1
0.92337334,0.06179781,1.372412836764267,3969.0,252.0,1
0.92220724,0.064006686,1.3049620878531072,3969.0,252.0,1
0.92477214,0.06434327,1.2699667305405151,3969.0,252.0,1
0.9364018,0.06251829,1.3234143376691898,3969.0,252.0,1
0.91868687,0.07065134,1.422840620122439,3969.0,252.0,1
0.92589325,0.06294493,1.2131346507408605,3969.0,252.0,1
0.9378733,0.0578567,1.0553233536437427,3969.0,252.0,1
0.9152162,0.075586006,1.5198670445041265,3969.0,252.0,1
0.92461324,0.06693474,1.322518794290348,3969.0,252.0,1
0.93535244,0.07291448,1.6336963572159784,3969.0,252.0,1
0.9162914,0.07098758,1.4550292873895136,3969.0,252.0,1
0.9200952,0.07524062,1.6518868856149034,3969.0,252.0,1
0.9321662,0.06588335,1.4058920370207113,3969.0,252.0,1
0.93751526,0.059544947,1.1236710920256856,3969.0,252.0,1
0.9163536,0.0730395,1.5089493260373281,3969.0,252.0,1
0.92530733,0.065712675,1.2992726417277494,3969.0,252.0,1
0.9364238,0.062405553,1.2337678421055858,3969.0,252.0,1
0.9199526,0.062050488,1.2205923320375798,3969.0,252.0,1
0.918841,0.06911301,1.3885708531268774,3969.0,252.0,1
0.9261613,0.06207168,1.2290250013055497,3969.0,252.0,1
0.9355487,0.06974812,1.471146043587848,3969.0,252.0,1
0.91219753,0.07429367,1.5902307696771458,3969.0,252.0,1
0.9200435,0.065553054,1.3781984281962532,3969.0,252.0,1
0.93114656,0.06866865,1.4633369749510945,3969.0,252.0,1
0.9144905,0.07823445,1.645551440583498,3969.0,252.0,1
0.914478,0.08622273,2.085799026986755,3969.0,252.0,1
0.9139227,0.090734236,2.145490674280981,3969.0,252.0,1
0.9341327,0.084208176,1.8816562701193928,3969.0,252.0,1
0.91249907,0.08162368,1.7821950857538724,3969.0,252.0,1
0.9211751,0.07505909,1.471361554618933,3969.0,252.0,1
0.9312174,0.081907846,1.9139570929731935,3969.0,252.0,1
0.9143354,0.08099744,1.7018928062573702,3969.0,252.0,1
0.9234173,0.07473984,1.5825161595043897,3969.0,252.0,1
0.93165684,0.08296045,1.9008739917961979,3969.0,252.0,1
0.9163977,0.082236536,1.6899341659997358,3969.0,252.0,1
0.9191406,0.08824725,1.9758958878526511,3969.0,252.0,1
0.9223536,0.100111745,2.5425189435534676,3969.0,252.0,1
0.9384688,0.08729623,1.867863573911359,3969.0,252.0,1
0.91838527,0.077198,1.6323651086061668,3969.0,252.0,1
0.92523074,0.077698715,1.6116588292848166,3969.0,252.0,1
0.9343309,0.09223515,2.097764429973958,3969.0,252.0,1
0.9066196,0.09193841,2.0233245031575686,3969.0,252.0,1
0.9130199,0.08410851,1.8368464926684152,3969.0,252.0,1
0.91545933,0.09257355,2.249468838623688,3969.0,252.0,1
0.92456436,0.09610478,2.44187744994063,3969.0,252.0,1
0.9068121,0.09210295,2.1003484645709256,3969.0,252.0,1
0.91788256,0.087041974,1.873882774241912,3969.0,252.0,1
0.929451,0.09593934,2.2067886370766807,3969.0,252.0,1
0.9127662,0.08019621,1.725619305995599,3969.0,252.0,1
0.929878,0.06268736,1.323078868696484,3969.0,252.0,1
0.92755914,0.072783,1.5451796874376693,3969.0,252.0,1
0.9384516,0.068803616,1.5198892602888698,3969.0,252.0,1
0.9165509,0.07243525,1.6169123385775828,3969.0,252.0,1
0.9179209,0.07368157,1.6397296235700338,3969.0,252.0,1
0.9293217,0.07492898,1.6833024600118975,3969.0,252.0,1
0.91509557,0.06911267,1.5590688652992402,3969.0,252.0,1
0.9222512,0.06884127,1.5130274423591112,3969.0,252.0,1
0.92962044,0.07492102,1.75351586632513,3969.0,252.0,1
0.91564417,0.07449462,1.6033016494202768,3969.0,252.0,1
0.9226821,0.07343567,1.6331113718842434,3969.0,252.0,1
0.938849,0.06704216,1.4615254842193508,3969.0,252.0,1
0.9376186,0.07184489,1.5539594988358547,3969.0,252.0,1
0.92160505,0.057390295,1.2287326440102437,3969.0,252.0,1
0.92458165,0.06996516,1.4314395943146485,3969.0,252.0,1
0.93841046,0.065214194,1.455425741550051,3969.0,252.0,1
0.9155283,0.068982996,1.542066066059142,3969.0,252.0,1
0.9170104,0.06829991,1.5200556292309826,3969.0,252.0,1
0.92474914,0.07050216,1.5275590075338978,3969.0,252.0,1
0.9309388,0.07810656,1.8718038649621325,3968.0,252.82842707633972,1
0.9168247,0.07084369,1.5943201397360067,3969.0,252.0,1
0.9242742,0.0738989,1.6611443179906182,3969.0,252.0,1
0.9351102,0.07878594,1.8130937496248691,3969.0,252.0,1
0.9205586,0.07019741,1.476550086960666,3969.0,252.0,1
0.9268421,0.06395413,1.3190970809142701,3969.0,252.0,1
0.92928153,0.06645004,1.367371573145935,3969.0,252.0,1
0.94788885,0.051989768,1.0516613724187138,3969.0,252.0,1
0.9171722,0.06834901,1.3953396651336023,3969.0,252.0,1
0.9262427,0.06361053,1.3555799126214383,3969.0,252.0,1
0.9416159,0.05795822,1.166470816130633,3969.0,252.0,1
0.9183948,0.0664474,1.4289539187032854,3969.0,252.0,1
0.92584825,0.06263501,1.3169337782452426,3969.0,252.0,1
0.9347474,0.07576688,1.6753367963162347,3969.0,252.0,1
0.9186792,0.07537871,1.6739932448673447,3969.0,252.0,1
0.92303157,0.07583635,1.6523965072140419,3969.0,252.0,1
0.94086623,0.06135718,1.3338937000333972,3969.0,252.0,1
0.939522,0.06887252,1.4758592388542586,3969.0,252.0,1
0.91987115,0.07649472,1.567838401046792,3969.0,252.0,1
0.923066,0.079142354,1.7817049082962857,3969.0,252.0,1
0.937094,0.072654076,1.6028759490605582,3969.0,252.0,1
0.9107681,0.088413864,2.0640449772860725,3969.0,252.0,1
0.9194949,0.065627165,1.3861298361334065,3969.0,252.0,1
0.9259842,0.07098881,1.4933416861563504,3969.0,252.0,1
0.9396149,0.06482199,1.3780912589142402,3969.0,252.0,1
0.92163473,0.06446159,1.3179168066860807,3969.0,252.0,1
0.92832124,0.06330491,1.3712730116594898,3969.0,252.0,1
0.94184566,0.072585486,1.5703062299669408,3969.0,252.0,1
0.92522407,0.060525604,1.249256568038545,3969.0,252.0,1
0.9242637,0.07870878,1.6109281625164822,3969.0,252.0,1
0.92745095,0.07758481,1.5252602360838543,3969.0,252.0,1
0.9406757,0.074023925,1.3381022123537398,3969.0,252.0,1
0.91353214,0.08209618,1.759631269884411,3969.0,252.0,1
0.92632115,0.0752684,1.4513467948457222,3969.0,252.0,1
0.9374396,0.07870285,1.4848175952549854,3969.0,252.0,1
0.91584814,0.07992421,1.5704190740172572,3969.0,252.0,1
0.92853856,0.069822915,1.316078872768263,3969.0,252.0,1
0.93853486,0.077949084,1.462865185109891,3969.0,252.0,1
0.9203288,0.07089033,1.3649085767386009,3969.0,252.0,1
0.9292748,0.07139235,1.3299046157729704,3969.0,252.0,1
0.93291867,0.087086,1.7256645859422528,3969.0,252.0,1
0.9358628,0.08375532,1.7062066861664085,3969.0,252.0,1
0.9187672,0.08119323,1.6296044373837952,3969.0,252.0,1
0.9229195,0.085674405,1.7567501285905167,3969.0,252.0,1
0.93715906,0.07855763,1.502121813043852,3969.0,252.0,1
0.9178204,0.07232498,1.4511082542276719,3969.0,252.0,1
0.9180061,0.07488594,1.4042580496753092,3969.0,252.0,1
0.92155135,0.088184856,1.8191294453500992,3969.0,252.0,1
0.94173646,0.07234824,1.3608690183772847,3969.0,252.0,1
0.9244945,0.06024739,1.0406024877364817,3969.0,252.0,1
0.9277506,0.075397484,1.4812450524686585,3969.0,252.0,1
0.9449467,0.06850161,1.23475055233324,3969.0,252.0,1
0.92009234,0.077325016,1.4809796523512597,3969.0,252.0,1
0.93311024,0.03860565,0.8659963647711277,3969.0,252.0,1
0.9365109,0.038104646,0.842676405326559,3969.0,252.0,1
0.9479664,0.039320026,0.8727937730375487,3969.0,252.0,1
0.9252327,0.035758562,0.8310556957531772,3969.0,252.0,1
0.9315095,0.037097704,0.885626261347791,3969.0,252.0,1
0.9447878,0.03267686,0.776832898820895,3969.0,252.0,1
0.9220685,0.04246476,1.009004497994729,3969.0,252.0,1
0.93236345,0.038222056,0.8942939773799168,3969.0,252.0,1
0.94443834,0.039624527,0.9358661977204108,3969.0,252.0,1
0.9245998,0.039663345,0.9180042815761835,3969.0,252.0,1
0.93243045,0.043595072,0.9907619195735131,3969.0,252.0,1
0.9466059,0.03265554,0.7776229533155764,3969.0,252.0,1
0.9487113,0.03759163,0.8722347228312539,3969.0,252.0,1
0.92662,0.040054977,0.9369161207819705,3969.0,252.0,1
0.9321509,0.04690109,1.0598841189934345,3969.0,252.0,1
0.94599795,0.04235377,0.961802125246823,3969.0,252.0,1
0.9229157,0.039379332,0.9405660089408802,3969.0,252.0,1
0.9257411,0.035472237,0.8280357354882496,3969.0,252.0,1
0.9344181,0.03837788,0.8577386388595215,3969.0,252.0,1
0.9477979,0.035270303,0.8270487534814888,3969.0,252.0,1
0.9260302,0.040824935,0.9581314499874438,3969.0,252.0,1
